CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1T,CHLOCCT,CHTERM,CHRMINE
AF,7066,AIR FRANCE,2024-08-04T07:10:00,2024-08-04T06:57:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,LANDED
LY,1326,EL AL ISRAEL AIRLINES,2024-08-04T07:10:00,2024-08-04T06:57:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,LANDED
IZ,801,ARKIA  ISRAELI  AIRLINES,2024-08-04T05:30:00,2024-08-04T06:58:00,D,ETM,RAMON,RAMON,ISRAEL,1,DEPARTED
LY,2365,EL AL ISRAEL AIRLINES,2024-08-04T06:40:00,2024-08-04T07:00:00,D,BUD,BUDAPEST,BUDAPEST,HUNGARY,3,DEPARTED
LY,361,EL AL ISRAEL AIRLINES,2024-08-04T06:40:00,2024-08-04T07:02:00,D,VIE,VIENNA,VIENNA,AUSTRIA,3,DEPARTED
U8,116,TUS AIRWAYS,2024-08-04T07:10:00,2024-08-04T07:02:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,LANDED
BZ,111,BLUE BIRD AIRWAYS,2024-08-04T07:10:00,2024-08-04T07:15:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,LANDED
6H,996,ISRAIR AIRLINES,2024-08-04T07:15:00,2024-08-04T07:15:00,D,LCA,LARNACA,LARNACA,CYPRUS,3,CANCELED
IZ,5802,ARKIA  ISRAELI  AIRLINES,2024-08-04T07:20:00,2024-08-04T07:20:00,A,ETM,RAMON,RAMON,ISRAEL,1,CANCELED
LY,541,EL AL ISRAEL AIRLINES,2024-08-04T07:10:00,2024-08-04T07:22:00,D,ATH,ATHENS,ATHENS,GREECE,3,DEPARTED
LY,573,EL AL ISRAEL AIRLINES,2024-08-04T07:10:00,2024-08-04T07:25:00,D,OTP,BUCHAREST - OTOPENI,BUCHAREST,ROMANIA,3,DEPARTED
EK,2345,EMIRATES,2024-08-04T07:50:00,2024-08-04T07:27:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,LANDED
FZ,1807,FLYDUBAI,2024-08-04T07:50:00,2024-08-04T07:27:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,LANDED
IZ,2821,ARKIA  ISRAELI  AIRLINES,2024-08-04T07:15:00,2024-08-04T07:27:00,D,ETM,RAMON,RAMON,ISRAEL,1,DEPARTED
U8,736,TUS AIRWAYS,2024-08-04T07:30:00,2024-08-04T07:30:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,CANCELED
6H,761,ISRAIR AIRLINES,2024-08-04T07:10:00,2024-08-04T07:31:00,D,PRG,PRAGUE-RUZYNE,PRAGUE,CZECH REPUBLIC,3,DEPARTED
EK,2451,EMIRATES,2024-08-04T07:20:00,2024-08-04T07:33:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
FZ,1626,FLYDUBAI,2024-08-04T07:20:00,2024-08-04T07:33:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
A3,459,AEGEAN  AIRLINES,2024-08-04T07:40:00,2024-08-04T07:40:00,D,HER,HERAKLION,HERAKLION,GREECE,3,CANCELED
6H,415,ISRAIR AIRLINES,2024-08-04T07:40:00,2024-08-04T07:40:00,D,BUS,BATUMI,BATUMI,GEORGIA,3,CANCELED
6H,571,ISRAIR AIRLINES,2024-08-04T07:30:00,2024-08-04T07:40:00,D,SKG,THESSALONIKI,THESSALONIKI,GREECE,1,DEPARTED
6H,055,ISRAIR AIRLINES,2024-08-04T07:30:00,2024-08-04T07:47:00,D,ETM,RAMON,RAMON,ISRAEL,1,DEPARTED
LY,5131,EL AL ISRAEL AIRLINES,2024-08-04T07:25:00,2024-08-04T07:51:00,D,LCA,LARNACA,LARNACA,CYPRUS,1,DEPARTED
LY,381,EL AL ISRAEL AIRLINES,2024-08-04T07:40:00,2024-08-04T08:05:00,D,MXP,MILAN-MALPENSA,MILAN,ITALY,3,DEPARTED
SK,3185,SAS,2024-08-04T07:40:00,2024-08-04T08:05:00,D,MXP,MILAN-MALPENSA,MILAN,ITALY,3,DEPARTED
TP,8910,AIR PORTUGAL,2024-08-04T07:40:00,2024-08-04T08:05:00,D,MXP,MILAN-MALPENSA,MILAN,ITALY,3,DEPARTED
XR,736,CORENDON EUROPE,2024-08-04T07:30:00,2024-08-04T08:05:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,LANDED
U8,118,TUS AIRWAYS,2024-08-04T08:15:00,2024-08-04T08:08:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,LANDED
IZ,091,ARKIA  ISRAELI  AIRLINES,2024-08-04T06:00:00,2024-08-04T08:09:00,D,HER,HERAKLION,HERAKLION,GREECE,1,DEPARTED
BZ,752,BLUE BIRD AIRWAYS,2024-08-04T08:10:00,2024-08-04T08:10:00,D,HER,HERAKLION,HERAKLION,GREECE,3,CANCELED
LY,5159,EL AL ISRAEL AIRLINES,2024-08-04T05:30:00,2024-08-04T08:14:00,D,LCA,LARNACA,LARNACA,CYPRUS,3,DEPARTED
6H,177,ISRAIR AIRLINES,2024-08-04T08:00:00,2024-08-04T08:17:00,D,TIV,TIVAT,TIVAT,MONTENEGRO,3,DEPARTED
LY,347,EL AL ISRAEL AIRLINES,2024-08-04T08:00:00,2024-08-04T08:20:00,D,ZRH,ZURICH,ZURICH,SWITZERLAND,3,DEPARTED
SK,3189,SAS,2024-08-04T08:00:00,2024-08-04T08:20:00,D,ZRH,ZURICH,ZURICH,SWITZERLAND,3,DEPARTED
6H,042,ISRAIR AIRLINES,2024-08-04T08:45:00,2024-08-04T08:22:00,A,ETM,RAMON,RAMON,ISRAEL,1,LANDED
6H,889,ISRAIR AIRLINES,2024-08-04T08:00:00,2024-08-04T08:23:00,D,BUS,BATUMI,BATUMI,GEORGIA,1,DEPARTED
6H,597,ISRAIR AIRLINES,2024-08-04T08:25:00,2024-08-04T08:25:00,D,PFO,PAPHOS,PAPHOS,CYPRUS,3,CANCELED
BZ,118,BLUE BIRD AIRWAYS,2024-08-04T09:05:00,2024-08-04T08:31:00,D,PFO,PAPHOS,PAPHOS,CYPRUS,3,DEPARTED
IZ,1166,ARKIA  ISRAELI  AIRLINES,2024-08-04T07:00:00,2024-08-04T08:33:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,LANDED
U8,156,TUS AIRWAYS,2024-08-04T08:10:00,2024-08-04T08:39:00,D,PFO,PAPHOS,PAPHOS,CYPRUS,3,DEPARTED
IZ,802,ARKIA  ISRAELI  AIRLINES,2024-08-04T08:10:00,2024-08-04T08:59:00,A,ETM,RAMON,RAMON,ISRAEL,1,LANDED
UVL,576,UNIVERSAL AIR CHARTER,2024-08-04T09:00:00,2024-08-04T09:00:00,D,OTP,BUCHAREST - OTOPENI,BUCHAREST,ROMANIA,3,CANCELED
6H,996,ISRAIR AIRLINES,2024-08-04T07:15:00,2024-08-04T09:02:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,LANDED
EK,2346,EMIRATES,2024-08-04T08:50:00,2024-08-04T09:05:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
FZ,1808,FLYDUBAI,2024-08-04T08:50:00,2024-08-04T09:05:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
AF,6176,AIR FRANCE,2024-08-04T08:40:00,2024-08-04T09:15:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,DEPARTED
A3,548,AEGEAN  AIRLINES,2024-08-04T09:15:00,2024-08-04T09:15:00,A,SKG,THESSALONIKI,THESSALONIKI,GREECE,3,CANCELED
LY,221,EL AL ISRAEL AIRLINES,2024-08-04T08:40:00,2024-08-04T09:15:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,DEPARTED
W4,3257,WIZZ AIR MALTA,2024-08-04T09:20:00,2024-08-04T09:20:00,A,OTP,BUCHAREST - OTOPENI,BUCHAREST,ROMANIA,3,CANCELED
W6,4427,WIZZAIR,2024-08-04T09:20:00,2024-08-04T09:20:00,A,SOF,SOFIA,SOFIA,BULGARIA,3,CANCELED
XR,761,CORENDON EUROPE,2024-08-04T06:20:00,2024-08-04T09:24:00,D,HER,HERAKLION,HERAKLION,GREECE,3,DEPARTED
IZ,163,ARKIA  ISRAELI  AIRLINES,2024-08-04T09:00:00,2024-08-04T09:27:00,D,LCA,LARNACA,LARNACA,CYPRUS,1,DEPARTED
IZ,807,ARKIA  ISRAELI  AIRLINES,2024-08-04T08:35:00,2024-08-04T09:32:00,D,ETM,RAMON,RAMON,ISRAEL,1,DEPARTED
6H,056,ISRAIR AIRLINES,2024-08-04T09:55:00,2024-08-04T09:37:00,A,ETM,RAMON,RAMON,ISRAEL,1,LANDED
5W,7085,WIZZ AIR ABU DHABI,2024-08-04T09:40:00,2024-08-04T09:40:00,A,AUH,ABU DHABI,ABU DHABI,UNITED ARAB EMIRATES,3,CANCELED
IZ,2822,ARKIA  ISRAELI  AIRLINES,2024-08-04T09:45:00,2024-08-04T09:42:00,A,ETM,RAMON,RAMON,ISRAEL,1,LANDED
U8,103,TUS AIRWAYS,2024-08-04T09:30:00,2024-08-04T09:44:00,D,LCA,LARNACA,LARNACA,CYPRUS,3,DEPARTED
IZ,170,ARKIA  ISRAELI  AIRLINES,2024-08-04T02:00:00,2024-08-04T09:45:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,LANDED
6H,049,ISRAIR AIRLINES,2024-08-04T09:00:00,2024-08-04T09:46:00,D,ETM,RAMON,RAMON,ISRAEL,1,DEPARTED
WZ,011,RED WINGS AIRLINES,2024-08-04T10:00:00,2024-08-04T09:57:00,A,LED,ST. PETERSBURG,S.PETERSBURG,RUSSIAN FEDERATION,3,LANDED
LY,611,EL AL ISRAEL AIRLINES,2024-08-04T08:00:00,2024-08-04T09:59:00,D,DME,MOSCOW-DOMODEDOVO,MOSCOW,RUSSIAN FEDERATION,3,DEPARTED
S7,4482,SIBERIA AIRLINES,2024-08-04T08:00:00,2024-08-04T09:59:00,D,DME,MOSCOW-DOMODEDOVO,MOSCOW,RUSSIAN FEDERATION,3,DEPARTED
A3,549,AEGEAN  AIRLINES,2024-08-04T10:00:00,2024-08-04T10:00:00,D,SKG,THESSALONIKI,THESSALONIKI,GREECE,3,CANCELED
W6,2325,WIZZAIR,2024-08-04T10:00:00,2024-08-04T10:00:00,A,BUD,BUDAPEST,BUDAPEST,HUNGARY,3,CANCELED
A3,926,AEGEAN  AIRLINES,2024-08-04T10:10:00,2024-08-04T10:10:00,A,ATH,ATHENS,ATHENS,GREECE,3,CANCELED
EK,2369,EMIRATES,2024-08-04T09:35:00,2024-08-04T10:14:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,LANDED
FZ,1549,FLYDUBAI,2024-08-04T09:35:00,2024-08-04T10:14:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,LANDED
W4,3258,WIZZ AIR MALTA,2024-08-04T10:15:00,2024-08-04T10:15:00,D,OTP,BUCHAREST - OTOPENI,BUCHAREST,ROMANIA,1,CANCELED
W6,4428,WIZZAIR,2024-08-04T10:15:00,2024-08-04T10:15:00,D,SOF,SOFIA,SOFIA,BULGARIA,1,CANCELED
IZ,1071,ARKIA  ISRAELI  AIRLINES,2024-08-04T09:10:00,2024-08-04T10:20:00,D,RHO,RHODES-PARADISI,RHODES,GREECE,1,DEPARTED
6H,516,ISRAIR AIRLINES,2024-08-04T19:25:00,2024-08-04T10:25:00,A,RHO,RHODES-PARADISI,RHODES,GREECE,3,LANDED
AM,7863,AERO MEXICO,2024-08-04T10:10:00,2024-08-04T10:26:00,D,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,DEPARTED
DL,7452,DELTA AIRLINES,2024-08-04T10:10:00,2024-08-04T10:26:00,D,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,DEPARTED
LY,315,EL AL ISRAEL AIRLINES,2024-08-04T10:10:00,2024-08-04T10:26:00,D,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,DEPARTED
SK,3181,SAS,2024-08-04T10:10:00,2024-08-04T10:26:00,D,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,DEPARTED
VS,7493,VIRGIN ATLANTIC AIRWAYS,2024-08-04T10:10:00,2024-08-04T10:26:00,D,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,DEPARTED
5F,873,FLYONE,2024-08-04T10:35:00,2024-08-04T10:28:00,A,EVN,YEREVAN,YEREVAN,ARMENIA,3,LANDED
AF,7069,AIR FRANCE,2024-08-04T10:00:00,2024-08-04T10:29:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,DEPARTED
AM,7885,AERO MEXICO,2024-08-04T10:00:00,2024-08-04T10:29:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,DEPARTED
LY,323,EL AL ISRAEL AIRLINES,2024-08-04T10:00:00,2024-08-04T10:29:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,DEPARTED
SK,3163,SAS,2024-08-04T10:00:00,2024-08-04T10:29:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,DEPARTED
G2,307,GULLIVAIR,2024-08-04T10:30:00,2024-08-04T10:30:00,A,RHO,RHODES-PARADISI,RHODES,GREECE,3,CANCELED
LY,2521,EL AL ISRAEL AIRLINES,2024-08-04T10:05:00,2024-08-04T10:35:00,D,PRG,PRAGUE-RUZYNE,PRAGUE,CZECH REPUBLIC,3,DEPARTED
5W,7086,WIZZ AIR ABU DHABI,2024-08-04T10:35:00,2024-08-04T10:35:00,D,AUH,ABU DHABI,ABU DHABI,UNITED ARAB EMIRATES,3,CANCELED
6H,249,ISRAIR AIRLINES,2024-08-04T08:15:00,2024-08-04T10:38:00,D,SZG,SALZBURG,SALZBURG,AUSTRIA,3,DEPARTED
W4,6041,WIZZ AIR MALTA,2024-08-04T10:45:00,2024-08-04T10:45:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,CANCELED
W6,2097,WIZZAIR,2024-08-04T10:45:00,2024-08-04T10:45:00,A,KRK,KRAKOW,KRAKOW,POLAND,3,CANCELED
G2,607,GULLIVAIR,2024-08-04T03:05:00,2024-08-04T10:48:00,A,BOJ,BURGAS,BOURGAS,BULGARIA,3,LANDED
W6,1559,WIZZAIR,2024-08-04T10:50:00,2024-08-04T10:50:00,A,WAW,WARSAW,WARSAW,POLAND,3,CANCELED
LY,5132,EL AL ISRAEL AIRLINES,2024-08-04T10:40:00,2024-08-04T10:52:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,LANDED
W4,6403,WIZZ AIR MALTA,2024-08-04T10:55:00,2024-08-04T10:55:00,A,MXP,MILAN-MALPENSA,MILAN,ITALY,3,CANCELED
W6,2326,WIZZAIR,2024-08-04T10:55:00,2024-08-04T10:55:00,D,BUD,BUDAPEST,BUDAPEST,HUNGARY,1,CANCELED
6H,043,ISRAIR AIRLINES,2024-08-04T10:25:00,2024-08-04T10:56:00,D,ETM,RAMON,RAMON,ISRAEL,1,DEPARTED
A3,487,AEGEAN  AIRLINES,2024-08-04T11:00:00,2024-08-04T11:00:00,D,RHO,RHODES-PARADISI,RHODES,GREECE,3,CANCELED
U8,157,TUS AIRWAYS,2024-08-04T11:10:00,2024-08-04T11:08:00,A,PFO,PAPHOS,PAPHOS,CYPRUS,3,LANDED
AM,7871,AERO MEXICO,2024-08-04T10:30:00,2024-08-04T11:09:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,DEPARTED
AR,7855,AEROLINEAS ARGENTINAS S.A.,2024-08-04T10:30:00,2024-08-04T11:09:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,DEPARTED
B6,6455,JETBLUE AIRWAYS CORPORATION,2024-08-04T10:30:00,2024-08-04T11:09:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,DEPARTED
DL,7430,DELTA AIRLINES,2024-08-04T10:30:00,2024-08-04T11:09:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,DEPARTED
LY,007,EL AL ISRAEL AIRLINES,2024-08-04T10:30:00,2024-08-04T11:09:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,DEPARTED
IZ,415,ARKIA  ISRAELI  AIRLINES,2024-08-04T10:10:00,2024-08-04T11:12:00,D,BUS,BATUMI,BATUMI,GEORGIA,3,DEPARTED
6H,884,ISRAIR AIRLINES,2024-08-04T11:15:00,2024-08-04T11:15:00,A,BUS,BATUMI,BATUMI,GEORGIA,3,CANCELED
BZ,119,BLUE BIRD AIRWAYS,2024-08-04T12:25:00,2024-08-04T11:16:00,A,PFO,PAPHOS,PAPHOS,CYPRUS,3,LANDED
IZ,165,ARKIA  ISRAELI  AIRLINES,2024-08-04T11:00:00,2024-08-04T11:16:00,D,LCA,LARNACA,LARNACA,CYPRUS,3,DEPARTED
WZ,012,RED WINGS AIRLINES,2024-08-04T11:10:00,2024-08-04T11:20:00,D,AER,SOCHI,SOCHI,RUSSIAN FEDERATION,3,DEPARTED
BZ,759,BLUE BIRD AIRWAYS,2024-08-04T11:25:00,2024-08-04T11:26:00,A,HER,HERAKLION,HERAKLION,GREECE,3,LANDED
LY,5160,EL AL ISRAEL AIRLINES,2024-08-04T11:00:00,2024-08-04T11:29:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,LANDED
FR,6472,RYANAIR,2024-08-04T11:05:00,2024-08-04T11:33:00,A,BER,BERLIN BRANDENBURG INTL,BERLIN,GERMANY,3,LANDED
HU,743,HAINAN AIRLINES,2024-08-04T11:35:00,2024-08-04T11:37:00,A,SZX,SHENZHEN  BAOAN INT.,SHENZHEN,CHINA,3,LANDED
IZ,808,ARKIA  ISRAELI  AIRLINES,2024-08-04T11:10:00,2024-08-04T11:40:00,A,ETM,RAMON,RAMON,ISRAEL,1,LANDED
W6,2098,WIZZAIR,2024-08-04T11:40:00,2024-08-04T11:40:00,D,KRK,KRAKOW,KRAKOW,POLAND,1,CANCELED
6H,050,ISRAIR AIRLINES,2024-08-04T11:40:00,2024-08-04T11:44:00,A,ETM,RAMON,RAMON,ISRAEL,1,LANDED
W4,6042,WIZZ AIR MALTA,2024-08-04T11:45:00,2024-08-04T11:45:00,D,FCO,ROME - FIUMICINO,ROME,ITALY,1,CANCELED
W6,1560,WIZZAIR,2024-08-04T11:45:00,2024-08-04T11:45:00,D,WAW,WARSAW,WARSAW,POLAND,1,CANCELED
HY,301,UZBEKISTAN AIR,2024-08-04T11:35:00,2024-08-04T11:50:00,A,TAS,TASHKENT,TASHKENT,UZBEKISTAN,3,LANDED
W4,6404,WIZZ AIR MALTA,2024-08-04T11:50:00,2024-08-04T11:50:00,D,MXP,MILAN-MALPENSA,MILAN,ITALY,3,CANCELED
IZ,092,ARKIA  ISRAELI  AIRLINES,2024-08-04T10:25:00,2024-08-04T11:53:00,A,HER,HERAKLION,HERAKLION,GREECE,3,LANDED
EK,2370,EMIRATES,2024-08-04T11:00:00,2024-08-04T11:54:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
FZ,1550,FLYDUBAI,2024-08-04T11:00:00,2024-08-04T11:54:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED
W4,7512,WIZZ AIR MALTA,2024-08-04T12:00:00,2024-08-04T12:00:00,A,ATH,ATHENS,ATHENS,GREECE,3,CANCELED
EY,593,ETIHAD AIRWAYS,2024-08-04T12:05:00,2024-08-04T12:08:00,A,AUH,ABU DHABI,ABU DHABI,UNITED ARAB EMIRATES,3,LANDED
LY,9600,EL AL ISRAEL AIRLINES,2024-08-04T12:05:00,2024-08-04T12:08:00,A,AUH,ABU DHABI,ABU DHABI,UNITED ARAB EMIRATES,3,LANDED
UVL,768,UNIVERSAL AIR CHARTER,2024-08-04T12:15:00,2024-08-04T12:15:00,A,CND,CONSTANTA,CONSTANTA,ROMANIA,3,CANCELED
5F,874,FLYONE,2024-08-04T12:10:00,2024-08-04T12:19:00,D,EVN,YEREVAN,YEREVAN,ARMENIA,3,DEPARTED
6H,561,ISRAIR AIRLINES,2024-08-04T11:00:00,2024-08-04T12:23:00,D,ATH,ATHENS,ATHENS,GREECE,3,DEPARTED
BZ,753,BLUE BIRD AIRWAYS,2024-08-04T12:45:00,2024-08-04T12:25:00,A,HER,HERAKLION,HERAKLION,GREECE,3,LANDED
G2,208,GULLIVAIR,2024-08-04T12:20:00,2024-08-04T12:26:00,D,PFO,PAPHOS,PAPHOS,CYPRUS,3,DEPARTED
IZ,164,ARKIA  ISRAELI  AIRLINES,2024-08-04T11:55:00,2024-08-04T12:27:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,LANDED
BZ,442,BLUE BIRD AIRWAYS,2024-08-04T12:10:00,2024-08-04T12:29:00,D,LCA,LARNACA,LARNACA,CYPRUS,3,DEPARTED
U8,108,TUS AIRWAYS,2024-08-04T12:40:00,2024-08-04T12:30:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,LANDED
LY,5167,EL AL ISRAEL AIRLINES,2024-08-04T11:50:00,2024-08-04T12:31:00,D,TIV,TIVAT,TIVAT,MONTENEGRO,3,DEPARTED
LY,5146,EL AL ISRAEL AIRLINES,2024-08-04T11:10:00,2024-08-04T12:33:00,A,SKG,THESSALONIKI,THESSALONIKI,GREECE,3,LANDED
BZ,802,BLUE BIRD AIRWAYS,2024-08-04T08:05:00,2024-08-04T12:34:00,D,KGS,KOS,KOS,GREECE,3,DEPARTED
LY,5108,EL AL ISRAEL AIRLINES,2024-08-04T12:15:00,2024-08-04T12:35:00,A,TBS,TBILISI,TBILISI,GEORGIA,3,LANDED
EK,2363,EMIRATES,2024-08-04T12:20:00,2024-08-04T12:37:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,LANDED
FZ,1211,FLYDUBAI,2024-08-04T12:20:00,2024-08-04T12:37:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,LANDED
IZ,2823,ARKIA  ISRAELI  AIRLINES,2024-08-04T12:05:00,2024-08-04T12:39:00,D,ETM,RAMON,RAMON,ISRAEL,1,DEPARTED
TO,3450,TRANSAVIA FRANCE,2024-08-04T12:55:00,2024-08-04T12:39:00,A,ORY,PARIS-ORLY,PARIS,FRANCE,3,LANDED
LY,542,EL AL ISRAEL AIRLINES,2024-08-04T12:25:00,2024-08-04T12:44:00,A,ATH,ATHENS,ATHENS,GREECE,3,LANDED
6H,044,ISRAIR AIRLINES,2024-08-04T12:55:00,2024-08-04T12:48:00,A,ETM,RAMON,RAMON,ISRAEL,1,LANDED
A3,924,AEGEAN  AIRLINES,2024-08-04T12:55:00,2024-08-04T12:55:00,A,ATH,ATHENS,ATHENS,GREECE,3,CANCELED
FR,6473,RYANAIR,2024-08-04T11:55:00,2024-08-04T12:55:00,D,BER,BERLIN BRANDENBURG INTL,BERLIN,GERMANY,1,DEPARTED
W6,4605,WIZZAIR,2024-08-04T12:55:00,2024-08-04T12:55:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,CANCELED
6H,572,ISRAIR AIRLINES,2024-08-04T13:05:00,2024-08-04T12:57:00,A,SKG,THESSALONIKI,THESSALONIKI,GREECE,3,LANDED
6H,885,ISRAIR AIRLINES,2024-08-04T07:30:00,2024-08-04T12:58:00,D,BUS,BATUMI,BATUMI,GEORGIA,3,DEPARTED
LY,5155,EL AL ISRAEL AIRLINES,2024-08-04T12:30:00,2024-08-04T13:02:00,D,LCA,LARNACA,LARNACA,CYPRUS,3,DEPARTED
W4,7511,WIZZ AIR MALTA,2024-08-04T13:05:00,2024-08-04T13:05:00,D,ATH,ATHENS,ATHENS,GREECE,1,CANCELED
BZ,112,BLUE BIRD AIRWAYS,2024-08-04T11:05:00,2024-08-04T13:07:00,D,LCA,LARNACA,LARNACA,CYPRUS,3,DEPARTED
BZ,694,BLUE BIRD AIRWAYS,2024-08-04T13:25:00,2024-08-04T13:09:00,D,RHO,RHODES-PARADISI,RHODES,GREECE,3,DEPARTED
FB,6087,BULGARIA  AIR,2024-08-04T13:25:00,2024-08-04T13:10:00,A,BOJ,BURGAS,BOURGAS,BULGARIA,3,LANDED
LY,574,EL AL ISRAEL AIRLINES,2024-08-04T13:30:00,2024-08-04T13:13:00,A,OTP,BUCHAREST - OTOPENI,BUCHAREST,ROMANIA,3,LANDED
IZ,054,ARKIA  ISRAELI  AIRLINES,2024-08-04T13:15:00,2024-08-04T13:15:00,A,CFU,CORFU,CORFU,GREECE,3,CANCELED
XR,762,CORENDON EUROPE,2024-08-04T11:00:00,2024-08-04T13:19:00,A,HER,HERAKLION,HERAKLION,GREECE,3,LANDED
UVL,564,UNIVERSAL AIR CHARTER,2024-08-04T13:20:00,2024-08-04T13:20:00,D,RHO,RHODES-PARADISI,RHODES,GREECE,3,CANCELED
6H,890,ISRAIR AIRLINES,2024-08-04T13:45:00,2024-08-04T13:26:00,A,BUS,BATUMI,BATUMI,GEORGIA,3,LANDED
AZ,806,ITALIA TRASPORTO AEREO,2024-08-04T13:30:00,2024-08-04T13:30:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,CANCELED
DL,6672,DELTA AIRLINES,2024-08-04T13:30:00,2024-08-04T13:30:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,CANCELED
6H,598,ISRAIR AIRLINES,2024-08-04T13:30:00,2024-08-04T13:30:00,A,PFO,PAPHOS,PAPHOS,CYPRUS,3,CANCELED
BZ,691,BLUE BIRD AIRWAYS,2024-08-04T12:30:00,2024-08-04T13:31:00,A,RHO,RHODES-PARADISI,RHODES,GREECE,3,LANDED
HU,744,HAINAN AIRLINES,2024-08-04T13:25:00,2024-08-04T13:35:00,D,SZX,SHENZHEN  BAOAN INT.,SHENZHEN,CHINA,3,DEPARTED
IZ,413,ARKIA  ISRAELI  AIRLINES,2024-08-04T05:40:00,2024-08-04T13:37:00,D,BUS,BATUMI,BATUMI,GEORGIA,1,DEPARTED
BZ,888,BLUE BIRD AIRWAYS,2024-08-04T13:20:00,2024-08-04T13:40:00,D,JMK,MIKONOS,MYKONOS,GREECE,3,DEPARTED
U8,152,TUS AIRWAYS,2024-08-04T13:40:00,2024-08-04T13:42:00,D,PFO,PAPHOS,PAPHOS,CYPRUS,3,DEPARTED
FB,6081,BULGARIA  AIR,2024-08-04T13:55:00,2024-08-04T13:50:00,A,BOJ,BURGAS,BOURGAS,BULGARIA,3,LANDED
W6,4606,WIZZAIR,2024-08-04T13:50:00,2024-08-04T13:50:00,D,LCA,LARNACA,LARNACA,CYPRUS,1,CANCELED
IZ,1161,ARKIA  ISRAELI  AIRLINES,2024-08-04T13:00:00,2024-08-04T13:51:00,D,LCA,LARNACA,LARNACA,CYPRUS,1,DEPARTED
HY,302,UZBEKISTAN AIR,2024-08-04T13:35:00,2024-08-04T13:54:00,D,TAS,TASHKENT,TASHKENT,UZBEKISTAN,3,DEPARTED
IZ,166,ARKIA  ISRAELI  AIRLINES,2024-08-04T14:00:00,2024-08-04T13:54:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,LANDED
A3,925,AEGEAN  AIRLINES,2024-08-04T13:55:00,2024-08-04T13:55:00,D,ATH,ATHENS,ATHENS,GREECE,3,CANCELED
BZ,111,BLUE BIRD AIRWAYS,2024-08-04T13:55:00,2024-08-04T13:55:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,CANCELED
